,Cluster
10000009,0
10000010,0
10000011,2
10000014,0
10000016,0
11000011,2
11000016,2
13000011,2
13000019,0
14000016,0
14000020,2
14000022,0
15000002,0
15000032,2
15000034,2
15000042,2
15000043,0
15000046,0
15000073,0
16000023,0
16000024,0
16000030,2
16000053,2
16000070,2
17000004,2
17000007,0
18000077,2
18000078,2
19000012,0
19000016,0
20000021,0
20000024,0
20000026,0
20000034,0
20000042,2
2000005,0
2000006,0
20000790,0
21000030,0
21000040,2
21000062,0
21000065,0
21000072,2
21000084,0
21000085,0
21000089,0
21000090,0
21000110,2
21000413,2
21000446,0
21000461,0
21000467,0
21000487,0
21000526,2
21000528,0
21000548,0
21000557,2
21000563,0
21000569,2
21000572,2
21000577,2
21000647,0
21000665,2
21000712,0
21000745,2
21000752,2
21000759,2
21000786,0
21000790,1
21000794,0
21000803,2
21000861,2
21000872,0
21000873,2
21001663,2
21006035,0
21006036,0
21006037,0
21006038,0
22000043,2
22000048,0
22000050,0
22000053,2
22000062,0
22000234,2
23000087,2
25000018,0
25000020,0
25000021,2
25000075,0
25000078,0
25000082,0
25000085,0
25000086,0
25000091,2
25000097,0
25000733,2
26000037,2
26000080,2
26000082,2
26000096,2
26000111,2
26000170,2
27000002,2
27000003,2
27000004,2
27000021,0
27000045,0
28000001,0
29000009,0
3000002,0
3000003,0
30000052,2
31000016,2
31000017,0
31000021,0
31000023,0
31000027,0
31000032,2
32000001,0
32000004,0
32000013,0
32000022,0
32000030,0
33000004,0
34000002,0
34000003,2
34000019,0
34000023,0
34000024,0
35000006,0
35000010,0
35000013,2
35000018,0
36000008,0
36000009,0
36000012,0
36000015,2
36000018,2
37000011,0
37000034,0
37000038,0
37000039,0
38000023,0
38000024,0
39000001,2
39000002,2
40000001,0
4000002,0
4000005,0
41000012,2
41000014,2
41000016,2
41000020,2
41000024,2
42000012,0
42000014,2
42000017,2
42000019,2
42000020,2
42000021,0
42000022,2
42000074,0
43000001,2
43000003,2
44000021,2
44000188,0
45000002,2
45000003,2
45000004,2
45000005,2
45000034,2
45000035,2
45000041,2
45000043,2
45000045,2
45000058,2
45000369,2
46000001,2
46000017,2
46000018,2
46000019,2
46000020,2
46000030,2
46000174,2
47000001,2
47000032,2
47000036,2
47000037,2
48000004,2
48000007,2
48000010,2
48000011,2
48000115,2
49000054,2
49000057,2
49000061,2
49000066,0
49000092,2
49000094,2
49000227,2
5000003,0
50000045,2
50000046,2
50000048,2
50000051,2
50000055,2
50000056,2
50000057,2
50000058,2
51000001,2
51000002,2
51000024,2
51000026,2
52000020,2
52000025,2
52000029,2
52000033,2
52000039,2
52000063,2
52000064,2
52000068,2
52000198,2
52000199,2
52000870,2
53000010,2
53000011,2
53000028,2
53000029,2
53000235,0
54000002,2
55000015,2
55000017,2
55000018,2
56000001,2
56000002,2
56000003,2
56000005,2
56000006,2
56000007,2
57000049,2
57000050,2
57000052,2
57000053,2
57000055,2
57000057,2
57000058,2
58000019,2
58000047,2
59000005,2
59000006,2
6000001,0
60000027,2
60000031,2
60000035,2
60000036,2
60000037,2
61000011,2
61000012,2
61000013,2
62000012,2
62000014,2
62000017,2
62000022,2
63000007,2
64000025,2
64000033,2
66000014,2
67000017,2
67000018,2
67000019,2
7000003,0
8000001,0
9000001,0
9000015,0
22000047,0
